,tv_sponsorships_sat,tv_cricket_sat,tv_RON_sat,radio_sat,NPP_sat,Magazines_sat,OOH_sat,Social_sat,Programmatic_sat,Display_Rest_sat,Search_sat,Native_sat,sales
0,0.24197887554372197,0.24197887554372197,0.756294298460764,0.9994617147846778,0.9866142981514304,0.19737532022490398,0.9780261147388137,0.836585724741346,0.9999997749296758,0.7477138759554238,0.5807542095638537,0.9780261147388137,10800
1,0.4397130344018819,0.4397130344018819,0.9551544452698747,0.7931990970835009,0.9866142981514304,0.19737532022490398,0.9780261147388137,0.9805710255762231,0.9999997749296758,0.951722406653371,0.8533634130127052,0.9780261147388137,9900
2,0.1070878063022366,0.1070878063022366,0.4053213086894629,0.38847268021606096,0.9866142981514304,0.19737532022490398,0.9780261147388137,0.4828928573166421,0.9999997749296758,0.3981092009150024,0.2811773161206306,0.9780261147388137,5900
3,0.7788733737673916,0.7788733737673916,0.9995225693113702,0.9995503664595333,0.9866142981514304,0.19737532022490398,0.9780261147388137,0.999926878592426,0.9999997749296758,0.9994359315189071,0.9926643363495441,0.9780261147388137,19600
4,0.7332056932766932,0.7332056932766932,0.9988777437431666,0.9983837736478878,0.9866142981514304,0.19737532022490398,0.9780261147388137,0.9997916064131149,0.9999997749296758,0.9986966334592591,0.9870063027297601,0.9780261147388137,17300
5,0.23431472530594452,0.23431472530594452,0.7420382957075287,0.3539917124770461,0.9866142981514304,0.19737532022490398,0.9780261147388137,0.8242320942887593,0.9999997749296758,0.7333328302267862,0.5660967251051968,0.9780261147388137,7600
6,0.5289959988162911,0.5289959988162911,0.9821511695831374,0.45421643268225914,0.9866142981514304,0.19737532022490398,0.9780261147388137,0.9937783398221266,0.9999997749296758,0.9804053450491079,0.9190007506632627,0.9780261147388137,9700
7,0.8027328249179646,0.8027328249179646,0.9997132776381974,0.7305938960959439,0.9866142981514304,0.19737532022490398,0.9780261147388137,0.9999608504799317,0.9999997749296758,0.9996577687739167,0.9947873272879706,0.9780261147388137,12800
8,0.9438827817700053,0.9438827817700053,0.9999986108986267,0.9995503664595333,0.9866142981514304,0.19737532022490398,0.9780261147388137,0.9999999428366484,0.9999997749296758,0.9999981554103954,0.9998545801572372,0.9780261147388137,25500
9,0.8958163886048661,0.8958163886048661,0.9999817594229948,0.6962576726866815,0.9866142981514304,0.19737532022490398,0.9780261147388137,0.9999986601842981,0.9999997749296758,0.9999769942028182,0.9991796857510573,0.9780261147388137,13400
